utme_score,olevel_credits,attendance_rate,study_hours,prev_gpa,family_income_level,hostel_residence,extracurricular_hours,internet_access,gender,department_load,performance_class
246.0,8.0,67.0,4.6,3.65,2,0,2.6,1,1,22.0,1
232.0,6.0,88.5,0.7,3.04,0,0,4.8,1,0,20.0,1
249.0,5.0,100.0,2.3,2.9,0,1,6.1,0,0,28.0,1
223.0,9.0,72.4,6.5,2.28,0,0,0.3,1,0,21.0,1
240.0,6.0,79.1,2.2,3.46,2,0,2.1,1,1,24.0,1
236.0,6.0,71.3,2.8,3.51,1,1,4.1,1,0,18.0,2
257.0,7.0,70.7,1.8,4.17,2,0,5.6,0,1,24.0,1
258.0,7.0,100.0,3.7,3.7,0,0,7.6,1,1,19.0,2
173.0,6.0,67.9,2.0,2.74,1,1,3.5,1,1,19.0,0
151.0,7.0,70.9,2.9,2.5,1,1,3.2,1,0,24.0,0
265.0,9.0,54.2,4.6,2.28,0,0,1.8,1,1,28.0,1
272.0,6.0,66.6,2.1,3.98,2,1,4.8,1,1,26.0,1
194.0,5.0,52.4,4.5,2.63,1,0,3.3,1,0,26.0,0
165.0,9.0,87.5,4.5,3.99,0,0,3.3,0,0,23.0,2
233.0,8.0,100.0,4.9,3.42,0,1,3.8,0,0,23.0,2
263.0,6.0,72.5,3.4,3.3,2,0,5.4,1,1,27.0,1
293.0,5.0,53.0,8.4,2.92,1,0,2.6,0,0,22.0,1
248.0,6.0,91.5,4.9,3.5,1,1,2.1,1,0,27.0,2
217.0,7.0,67.1,3.7,3.09,1,0,5.1,1,0,29.0,0
199.0,9.0,97.5,1.8,2.88,1,0,0.0,1,0,21.0,2
230.0,6.0,73.8,3.0,3.52,1,0,2.5,0,0,21.0,1
220.0,7.0,68.5,5.5,3.01,2,1,1.1,0,1,22.0,1
194.0,8.0,75.3,5.9,2.62,0,1,7.0,1,0,18.0,0
302.0,4.0,89.4,5.6,3.46,1,1,2.9,1,1,22.0,2
292.0,9.0,74.6,4.5,3.06,0,0,2.6,0,0,29.0,2
270.0,6.0,70.5,1.2,3.39,0,1,3.9,1,0,20.0,1
198.0,8.0,75.0,4.0,2.83,1,1,2.5,0,1,29.0,1
260.0,8.0,58.9,1.2,2.37,2,0,3.0,0,1,22.0,0
252.0,9.0,84.0,0.8,4.14,0,0,4.2,1,1,32.0,2
245.0,8.0,51.2,3.6,4.03,1,1,2.9,1,0,21.0,1
274.0,4.0,71.3,4.0,3.63,1,0,2.9,1,1,23.0,1
252.0,6.0,89.4,4.6,2.87,0,1,1.5,1,1,20.0,2
256.0,7.0,82.5,4.0,2.92,1,0,1.1,1,0,21.0,1
252.0,7.0,86.9,4.1,3.93,2,0,4.2,0,1,29.0,2
242.0,8.0,77.0,1.6,2.89,0,1,4.8,1,0,26.0,0
168.0,8.0,95.5,3.0,2.72,0,1,0.4,0,0,28.0,0
233.0,8.0,91.9,0.8,4.22,2,0,5.9,1,1,19.0,2
211.0,7.0,84.7,0.0,3.07,0,1,5.9,1,1,27.0,0
185.0,5.0,91.9,4.4,4.16,0,0,6.4,1,1,20.0,1
289.0,7.0,89.3,2.0,2.26,2,1,4.7,0,1,19.0,1
291.0,8.0,71.4,4.6,3.41,2,0,5.6,1,0,25.0,2
278.0,6.0,57.8,5.0,4.34,1,0,9.5,1,1,25.0,2
239.0,8.0,84.3,2.2,3.12,1,0,3.2,1,1,24.0,1
277.0,8.0,86.2,4.1,2.94,2,0,1.4,1,0,27.0,2
230.0,7.0,94.4,2.1,2.4,1,0,0.2,1,0,27.0,1
237.0,3.0,64.0,0.2,3.75,1,0,8.4,1,1,30.0,0
192.0,5.0,64.4,3.4,2.64,2,1,8.4,1,0,19.0,0
244.0,9.0,84.9,2.4,3.04,1,0,1.7,1,1,30.0,1
232.0,6.0,76.9,2.5,2.36,1,0,2.2,1,0,32.0,0
184.0,4.0,49.7,6.4,4.03,1,0,3.2,1,1,23.0,0
228.0,9.0,83.6,0.8,3.79,1,1,7.1,1,1,17.0,2
227.0,7.0,50.2,3.8,3.08,1,0,0.8,1,1,18.0,0
293.0,9.0,63.8,1.6,2.41,1,0,0.0,1,1,22.0,2
261.0,8.0,98.3,4.7,4.02,1,1,9.4,1,0,32.0,2
230.0,8.0,100.0,3.7,2.88,2,0,4.8,1,1,24.0,2
239.0,8.0,59.8,3.8,2.44,1,1,5.1,1,1,22.0,1
232.0,8.0,73.1,1.7,2.04,0,0,3.5,1,1,21.0,0
223.0,9.0,78.6,2.0,2.71,0,1,5.2,1,1,19.0,0
192.0,9.0,100.0,4.7,2.23,0,0,0.2,1,1,27.0,1
225.0,5.0,70.6,6.0,2.73,1,1,1.9,0,1,24.0,1
204.0,8.0,70.8,4.0,3.55,1,1,4.3,0,1,32.0,2
186.0,9.0,100.0,1.8,2.87,0,0,0.0,0,1,27.0,1
248.0,9.0,72.4,3.7,3.31,2,0,3.2,1,1,27.0,2
244.0,7.0,88.8,7.1,2.67,0,0,3.1,1,0,23.0,2
167.0,9.0,55.8,3.4,3.14,0,0,3.2,1,0,20.0,1
226.0,8.0,75.4,5.5,4.25,2,1,2.6,0,1,21.0,2
265.0,9.0,53.1,2.0,2.89,1,1,1.5,1,0,19.0,1
267.0,6.0,62.2,3.1,3.33,1,1,0.0,1,0,28.0,1
266.0,6.0,90.6,4.2,2.16,2,1,4.4,1,0,22.0,1
231.0,7.0,77.3,3.8,4.01,2,1,3.2,0,1,28.0,2
200.0,7.0,73.2,2.0,2.81,0,1,0.6,0,1,25.0,0
192.0,6.0,66.8,1.9,3.73,1,0,4.2,0,1,23.0,0
242.0,3.0,74.7,4.8,3.03,1,0,3.3,1,1,19.0,1
243.0,7.0,82.5,5.1,3.47,0,0,2.8,1,1,25.0,1
275.0,8.0,92.7,5.6,3.5,2,0,0.0,0,0,23.0,2
268.0,7.0,38.6,6.1,2.83,1,0,5.7,1,0,28.0,1
225.0,9.0,65.5,3.4,3.76,2,0,0.9,0,0,21.0,2
186.0,7.0,80.4,2.7,2.64,1,0,4.2,1,0,26.0,0
219.0,9.0,76.5,5.4,3.57,1,0,2.0,0,1,31.0,1
238.0,8.0,84.1,4.3,2.87,0,0,3.0,0,0,25.0,1
223.0,8.0,82.0,1.6,3.31,2,0,6.9,0,1,27.0,1
210.0,8.0,73.4,1.5,2.82,1,0,5.3,1,1,26.0,1
239.0,9.0,70.1,4.0,3.13,0,0,6.8,1,0,32.0,1
212.0,7.0,74.3,2.9,2.46,0,1,4.8,1,1,25.0,0
208.0,8.0,95.2,3.2,3.25,1,1,5.0,0,1,27.0,1
241.0,8.0,67.0,4.9,3.13,0,0,0.0,1,1,24.0,1
216.0,7.0,77.1,4.4,2.78,1,0,3.2,1,1,21.0,1
239.0,8.0,80.8,5.3,3.07,1,0,3.4,1,1,19.0,1
240.0,9.0,100.0,0.1,3.18,0,0,7.1,0,1,29.0,1
190.0,7.0,73.5,3.6,2.73,1,0,2.7,1,1,20.0,0
213.0,8.0,92.4,4.3,3.02,0,1,4.7,1,0,27.0,1
280.0,9.0,96.5,0.8,2.5,2,0,4.6,1,1,26.0,1
189.0,9.0,77.0,2.2,4.51,2,0,6.9,1,1,28.0,2
156.0,7.0,74.8,1.9,3.74,0,1,3.7,1,0,22.0,0
165.0,4.0,73.1,3.2,3.26,1,0,6.1,1,0,21.0,0
231.0,8.0,74.2,5.8,3.8,1,0,0.0,0,0,26.0,1
231.0,4.0,90.8,6.4,1.91,2,0,0.0,0,0,23.0,0
226.0,9.0,81.5,1.9,1.57,1,1,0.0,1,0,19.0,0
272.0,7.0,81.5,4.0,2.86,1,0,6.0,0,0,32.0,1
136.0,9.0,61.1,4.1,2.27,2,1,5.7,1,1,21.0,0
244.0,6.0,63.5,3.8,2.96,0,1,6.2,0,1,20.0,1
285.0,5.0,100.0,3.8,3.22,1,0,2.3,0,1,23.0,2
191.0,8.0,75.3,3.7,3.65,0,1,2.6,0,0,29.0,1
217.0,7.0,66.4,5.9,2.42,1,0,3.7,1,1,15.0,1
204.0,7.0,99.5,5.0,3.34,1,0,7.6,1,0,29.0,2
199.0,7.0,82.2,1.5,3.11,2,0,8.2,1,0,20.0,1
219.0,9.0,86.7,4.5,3.31,1,1,6.0,1,1,25.0,1
280.0,8.0,75.9,4.6,2.79,0,0,4.8,1,1,21.0,1
294.0,9.0,73.2,3.7,3.93,2,0,7.3,1,1,32.0,2
218.0,8.0,75.5,5.0,3.04,2,1,3.4,1,1,24.0,1
297.0,9.0,57.3,3.5,4.16,1,0,3.0,1,1,21.0,2
231.0,7.0,76.7,3.5,2.63,1,1,3.7,0,1,23.0,1
291.0,4.0,82.4,3.4,3.55,0,1,1.6,1,1,24.0,2
227.0,7.0,100.0,0.0,3.06,1,1,3.6,1,0,25.0,1
235.0,8.0,79.3,3.1,2.9,0,1,1.2,0,0,26.0,1
243.0,6.0,43.0,2.1,3.48,0,1,6.6,1,1,24.0,0
340.0,7.0,76.6,1.3,2.92,2,0,5.4,1,1,18.0,2
260.0,6.0,100.0,5.5,1.5,1,1,7.6,0,0,23.0,1
205.0,9.0,91.0,4.0,1.26,0,1,0.0,1,0,26.0,0
264.0,8.0,65.8,3.2,3.86,0,1,8.8,0,0,21.0,2
217.0,8.0,86.9,2.3,3.84,2,1,0.1,0,0,27.0,2
213.0,8.0,66.9,3.7,4.23,0,0,1.0,1,0,24.0,2
262.0,7.0,57.7,4.8,3.09,0,0,2.4,1,1,23.0,1
231.0,7.0,72.8,1.9,2.32,0,0,7.3,1,0,29.0,0
240.0,6.0,79.4,3.2,2.85,0,0,4.6,1,0,17.0,1
230.0,4.0,49.9,4.6,3.11,0,1,3.4,1,0,21.0,0
242.0,7.0,60.8,0.1,2.5,2,1,2.0,1,1,29.0,0
245.0,8.0,78.2,3.1,4.09,0,0,0.6,1,0,31.0,2
162.0,9.0,71.9,2.5,4.44,1,0,6.8,0,0,33.0,1
253.0,9.0,83.9,3.0,3.39,1,1,6.0,1,1,24.0,2
196.0,9.0,59.8,2.4,3.09,1,0,7.4,1,1,26.0,0
180.0,6.0,88.7,3.4,2.32,1,1,5.0,1,0,27.0,0
228.0,7.0,60.2,6.3,4.03,1,1,0.0,1,1,29.0,2
233.0,8.0,100.0,2.7,3.15,1,0,0.9,0,0,25.0,2
206.0,9.0,52.3,3.7,2.93,1,0,5.2,1,1,28.0,0
259.0,9.0,61.6,6.4,3.39,1,1,3.1,1,0,26.0,1
183.0,9.0,84.3,2.3,2.75,1,0,2.6,1,1,26.0,1
216.0,7.0,100.0,6.1,3.19,1,1,1.2,1,1,20.0,2
210.0,6.0,82.7,3.2,2.23,0,0,6.4,1,1,23.0,0
228.0,8.0,86.4,6.1,3.75,1,0,5.1,1,1,22.0,2
240.0,6.0,78.3,4.4,3.04,1,0,5.3,1,0,19.0,1
195.0,7.0,62.6,3.7,3.8,0,1,2.4,1,1,17.0,1
255.0,7.0,70.6,3.1,2.98,2,1,4.4,0,0,22.0,2
232.0,9.0,59.8,2.2,3.02,0,1,0.7,0,0,23.0,1
164.0,7.0,58.8,3.3,2.37,0,0,3.7,1,1,24.0,0
161.0,4.0,84.0,4.6,3.56,2,1,0.0,1,1,26.0,1
230.0,8.0,61.2,3.2,2.57,0,0,0.1,0,1,25.0,0
222.0,6.0,82.8,2.7,2.81,1,1,3.2,0,1,23.0,0
226.0,7.0,58.5,2.8,3.1,1,1,9.9,1,1,20.0,1
229.0,7.0,82.4,4.8,3.17,2,0,0.0,1,1,28.0,2
238.0,7.0,70.7,5.2,2.08,1,1,0.9,1,1,24.0,0
263.0,8.0,99.1,2.1,2.96,1,0,4.5,1,1,22.0,2
191.0,5.0,82.9,2.1,3.58,1,0,8.4,1,0,23.0,0
189.0,6.0,96.5,3.8,2.87,1,0,4.5,1,1,21.0,1
192.0,8.0,66.7,5.6,2.97,2,1,5.8,1,1,22.0,1
240.0,6.0,78.8,5.0,3.2,2,0,3.2,0,1,22.0,1
274.0,5.0,63.3,1.2,3.02,1,1,2.7,1,0,23.0,0
215.0,8.0,71.8,2.8,2.48,2,0,4.2,0,0,27.0,1
142.0,9.0,74.1,1.7,3.08,1,1,2.4,0,0,26.0,0
170.0,7.0,67.1,2.8,3.7,0,1,5.8,0,0,30.0,0
201.0,4.0,59.8,5.8,2.47,0,0,0.0,0,1,29.0,0
210.0,8.0,56.8,0.9,2.88,1,1,6.2,1,0,32.0,0
216.0,5.0,42.9,0.6,2.27,0,1,4.1,1,0,26.0,0
231.0,8.0,62.2,1.9,3.66,1,0,3.5,1,1,26.0,1
219.0,6.0,87.4,3.7,3.04,1,0,0.0,1,0,22.0,1
267.0,6.0,54.0,4.2,2.59,1,0,1.6,1,0,27.0,0
206.0,7.0,57.5,3.9,3.16,0,1,7.0,0,1,21.0,0
200.0,7.0,100.0,5.1,2.38,2,1,3.5,1,1,18.0,1
247.0,6.0,68.5,0.4,2.48,1,1,4.7,1,1,30.0,0
176.0,8.0,82.8,5.1,2.22,0,1,1.8,1,1,19.0,0
244.0,7.0,87.6,2.7,2.46,1,1,3.9,1,1,26.0,1
234.0,9.0,87.9,4.4,3.91,1,0,0.6,0,0,20.0,2
225.0,8.0,55.2,1.1,2.66,1,0,4.2,1,1,29.0,0
286.0,6.0,74.5,3.2,3.38,1,1,4.9,1,1,29.0,2
208.0,6.0,53.7,3.6,2.6,0,0,4.8,1,1,26.0,0
302.0,5.0,100.0,5.0,3.56,2,0,1.7,0,0,29.0,2
222.0,8.0,54.1,0.7,2.48,1,1,3.1,1,0,24.0,0
185.0,7.0,62.3,3.2,3.12,0,1,5.3,1,0,33.0,1
232.0,4.0,62.4,1.5,3.13,1,1,3.5,1,1,27.0,0
192.0,6.0,55.6,4.0,4.5,1,0,3.3,1,1,20.0,1
204.0,6.0,98.3,4.4,3.48,1,1,8.8,0,0,24.0,2
244.0,9.0,100.0,5.3,2.74,1,0,1.6,1,1,23.0,2
249.0,5.0,70.9,2.3,3.51,1,0,6.7,0,1,23.0,1
208.0,5.0,58.2,4.7,4.38,1,1,1.1,0,1,17.0,1
265.0,9.0,44.4,5.4,2.12,0,1,5.6,0,0,26.0,0
271.0,9.0,74.3,0.6,2.59,0,1,5.8,1,1,18.0,1
280.0,6.0,73.3,4.2,2.96,2,1,2.7,1,1,15.0,2
249.0,6.0,68.2,4.7,2.85,1,1,1.0,0,1,23.0,1
278.0,8.0,81.3,2.8,2.9,1,0,0.0,0,1,21.0,1
164.0,4.0,83.9,1.3,2.32,0,0,2.5,1,1,21.0,0
219.0,5.0,82.8,4.7,3.94,1,1,5.3,1,0,15.0,1
200.0,7.0,73.3,1.3,2.25,0,1,1.3,0,1,21.0,0
234.0,9.0,61.5,2.9,2.98,0,0,4.2,1,0,23.0,1
210.0,7.0,88.0,3.1,3.73,0,0,0.3,0,1,21.0,2
224.0,7.0,78.2,4.3,3.08,1,0,3.4,1,1,26.0,1
296.0,9.0,91.3,2.2,2.51,1,0,1.1,0,1,30.0,2
224.0,9.0,89.9,2.1,2.29,0,1,3.8,1,1,26.0,0
244.0,6.0,56.7,3.4,2.96,0,0,2.7,1,0,28.0,0
222.0,7.0,56.5,4.8,2.65,1,0,1.0,1,0,28.0,1
233.0,9.0,66.7,6.9,3.22,1,1,2.4,1,1,20.0,2
230.0,5.0,62.2,0.8,2.26,1,0,1.7,1,0,26.0,0
246.0,9.0,89.3,3.7,3.59,0,0,0.7,1,0,28.0,2
271.0,6.0,83.3,1.5,3.17,1,0,6.7,1,1,22.0,1
288.0,7.0,94.5,4.8,3.21,2,0,3.1,1,0,21.0,2
241.0,7.0,83.9,1.7,3.96,1,0,0.0,1,0,26.0,1
251.0,6.0,81.1,2.1,2.84,0,0,2.4,0,0,18.0,0
190.0,6.0,96.0,2.3,2.66,1,0,6.3,0,1,20.0,0
227.0,8.0,85.0,3.1,2.77,0,0,2.1,0,0,21.0,2
263.0,9.0,79.0,3.7,2.98,0,0,7.7,1,1,26.0,2
260.0,7.0,100.0,4.0,3.05,0,0,1.9,0,1,25.0,2
237.0,7.0,79.7,3.2,2.6,2,1,5.3,0,0,28.0,0
261.0,8.0,73.4,1.1,1.89,1,0,6.6,1,0,20.0,0
247.0,6.0,65.4,4.4,2.76,2,0,5.1,0,0,20.0,1
272.0,8.0,88.5,3.1,3.32,1,1,0.6,1,1,26.0,2
240.0,8.0,96.6,5.1,3.18,1,0,1.6,1,0,21.0,1
218.0,9.0,77.2,2.1,3.82,0,0,6.9,0,0,22.0,2
242.0,7.0,97.6,0.6,4.27,1,1,2.0,1,0,17.0,2
127.0,7.0,48.4,3.1,3.56,0,1,6.4,0,0,25.0,0
243.0,8.0,77.2,5.3,3.93,1,0,2.9,1,1,30.0,2
120.0,8.0,77.4,3.5,3.56,0,1,4.4,1,0,20.0,1
170.0,6.0,67.1,2.9,4.13,1,1,0.5,0,1,28.0,1
246.0,7.0,100.0,1.8,4.21,1,0,2.5,0,0,24.0,2
247.0,8.0,77.0,6.0,3.67,0,0,1.8,1,1,17.0,2
189.0,6.0,71.9,1.6,3.52,0,0,4.6,1,1,20.0,0
205.0,7.0,78.4,2.0,2.98,2,1,4.2,0,0,20.0,1
278.0,7.0,48.0,4.1,3.08,0,0,5.2,1,1,23.0,1
213.0,9.0,66.6,0.2,2.9,0,0,2.8,1,1,26.0,0
309.0,6.0,92.7,5.2,3.47,0,0,1.7,1,1,31.0,2
230.0,5.0,68.6,4.2,2.67,1,1,4.5,0,1,18.0,1
244.0,5.0,65.6,4.6,2.99,1,0,1.4,0,1,22.0,0
287.0,5.0,97.6,4.1,1.69,0,0,6.7,1,0,20.0,1
235.0,5.0,98.1,2.9,4.13,1,0,3.7,0,1,19.0,2
195.0,7.0,85.8,1.5,2.97,1,1,3.2,0,0,24.0,0
226.0,6.0,71.2,3.0,3.37,0,0,5.2,0,1,24.0,1
229.0,6.0,74.4,1.6,3.97,2,1,3.8,0,1,17.0,2
182.0,6.0,65.9,4.0,3.28,2,0,0.0,1,1,24.0,0
221.0,7.0,63.1,4.5,3.97,0,0,1.3,0,1,19.0,1
204.0,9.0,62.3,5.6,2.35,0,0,6.6,1,0,24.0,0
262.0,8.0,68.7,3.8,4.54,0,0,4.2,0,1,29.0,2
231.0,7.0,62.5,4.7,3.75,0,0,0.0,1,0,26.0,1
220.0,7.0,54.5,2.7,3.23,1,1,4.9,1,1,25.0,1
226.0,7.0,81.3,2.4,3.96,1,0,2.6,1,1,22.0,2
238.0,8.0,81.5,4.0,2.4,1,1,1.8,1,0,24.0,1
252.0,8.0,100.0,2.6,2.93,0,0,1.1,1,1,26.0,1
195.0,6.0,68.0,3.6,3.97,0,1,6.5,0,0,26.0,1
194.0,7.0,82.4,1.5,1.98,2,0,0.0,1,1,24.0,0
269.0,4.0,82.7,1.8,3.44,2,0,1.9,1,1,25.0,1
216.0,7.0,74.2,4.2,3.42,0,0,4.3,0,1,19.0,1
180.0,8.0,89.2,4.6,4.28,1,1,7.9,1,1,21.0,2
246.0,7.0,89.6,1.6,2.15,1,1,5.4,0,0,27.0,1
246.0,9.0,82.9,4.3,4.07,1,1,1.9,1,0,27.0,2
176.0,6.0,74.2,2.3,2.76,1,1,7.8,1,0,24.0,0
238.0,8.0,72.6,3.2,2.83,2,0,0.6,1,0,30.0,1
256.0,7.0,57.5,5.5,2.37,0,0,4.7,1,0,26.0,1
243.0,7.0,65.9,4.5,2.45,0,0,5.2,1,1,23.0,1
252.0,7.0,68.7,4.5,3.34,2,1,1.8,1,1,19.0,1
181.0,7.0,61.1,6.3,2.43,0,0,5.7,1,0,30.0,0
242.0,8.0,84.6,2.1,3.54,0,0,2.7,1,1,27.0,1
219.0,9.0,95.9,1.6,2.7,1,1,5.7,1,1,31.0,1
213.0,7.0,64.4,2.0,2.37,1,0,0.0,1,0,33.0,0
260.0,8.0,82.3,2.8,2.78,1,1,4.8,1,1,19.0,1
282.0,6.0,62.5,0.0,3.3,1,0,3.0,0,0,19.0,0
293.0,8.0,73.4,2.9,2.93,1,1,6.9,1,1,15.0,1
276.0,6.0,67.6,2.3,3.12,0,1,3.9,1,1,28.0,1
226.0,9.0,87.0,4.5,3.52,1,1,7.1,1,0,27.0,2
242.0,9.0,67.8,3.8,3.75,1,0,5.3,1,0,24.0,2
257.0,7.0,93.2,2.2,2.91,2,0,3.7,1,1,19.0,1
234.0,4.0,74.3,4.1,2.47,0,0,6.0,1,0,24.0,1
235.0,6.0,68.3,4.4,3.15,0,0,6.0,1,1,25.0,1
259.0,9.0,59.2,2.0,3.38,1,1,5.2,0,1,27.0,1
228.0,8.0,81.8,2.4,2.22,0,0,0.0,1,0,25.0,1
204.0,8.0,91.4,0.0,2.57,0,0,1.5,1,1,27.0,0
215.0,9.0,82.1,1.5,2.67,2,0,7.5,1,1,24.0,0
252.0,8.0,100.0,2.0,2.98,1,1,0.9,1,0,29.0,1
230.0,9.0,99.4,3.3,2.64,0,0,6.2,0,1,27.0,1
242.0,8.0,73.4,1.7,3.52,0,0,5.8,1,0,19.0,1
253.0,9.0,73.2,2.4,2.14,0,0,2.2,1,1,30.0,1
217.0,8.0,85.0,1.2,2.15,1,0,0.0,1,0,29.0,0
256.0,8.0,65.4,3.5,2.9,1,1,2.6,1,0,26.0,1
243.0,7.0,95.5,3.9,2.99,0,0,9.2,1,1,25.0,2
187.0,6.0,83.4,3.8,2.23,1,1,1.8,1,1,31.0,0
280.0,9.0,81.8,3.2,2.74,0,1,2.0,0,0,17.0,1
212.0,8.0,88.3,0.7,2.86,0,1,1.5,0,1,29.0,0
172.0,8.0,100.0,2.2,2.86,0,1,7.0,1,1,22.0,1
193.0,7.0,80.6,2.5,3.19,1,1,3.4,0,0,28.0,0
194.0,6.0,76.3,2.6,2.7,0,0,2.4,0,1,24.0,0
232.0,7.0,100.0,3.3,3.99,0,0,7.5,0,1,19.0,1
220.0,9.0,92.5,5.5,3.39,1,1,5.4,1,1,22.0,2
218.0,8.0,73.2,4.5,2.62,1,1,1.7,1,1,28.0,1
252.0,5.0,78.1,1.6,3.16,0,0,0.9,0,1,23.0,1
242.0,7.0,80.9,4.3,3.17,0,0,6.9,0,1,22.0,1
241.0,9.0,83.4,4.2,3.83,0,0,4.0,1,1,21.0,2
244.0,7.0,57.7,1.9,2.74,1,0,0.1,1,0,27.0,1
252.0,5.0,54.9,4.6,3.56,1,0,0.0,0,0,31.0,2
156.0,9.0,64.7,2.9,3.13,0,0,1.2,1,1,15.0,0
217.0,8.0,63.5,0.9,3.99,1,0,0.9,0,1,35.0,0
154.0,7.0,68.3,3.9,3.87,1,1,0.0,1,0,25.0,1
231.0,7.0,87.5,3.5,3.22,0,1,1.3,0,0,26.0,2
230.0,9.0,75.5,2.8,2.94,0,1,1.7,1,0,22.0,1
267.0,6.0,80.9,3.1,3.4,0,1,2.8,0,1,24.0,2
272.0,9.0,59.6,2.0,2.99,0,0,8.2,1,1,25.0,1
237.0,8.0,71.1,4.2,4.11,1,0,3.3,0,1,20.0,2
212.0,8.0,86.8,3.1,3.15,0,1,3.6,1,0,21.0,0
247.0,7.0,86.9,3.5,2.86,2,1,5.3,1,1,29.0,1
212.0,7.0,67.1,3.8,2.82,1,1,3.4,0,0,18.0,1
230.0,9.0,80.4,1.4,2.37,1,1,5.0,1,0,26.0,0
265.0,6.0,100.0,1.8,3.43,1,1,4.7,1,0,23.0,1
210.0,5.0,77.7,0.0,2.61,1,1,4.3,0,1,20.0,0
258.0,8.0,67.6,4.1,3.76,2,1,10.9,0,1,32.0,2
254.0,8.0,75.4,1.3,2.32,2,1,6.3,1,0,20.0,1
197.0,8.0,79.4,3.4,3.18,1,0,1.3,0,0,19.0,1
264.0,8.0,75.7,3.8,3.79,0,0,4.9,1,1,23.0,2
254.0,7.0,77.5,4.2,1.81,1,0,2.0,1,0,21.0,0
234.0,8.0,56.3,1.3,4.31,0,0,5.1,1,0,24.0,2
203.0,7.0,63.6,3.1,2.84,1,1,0.6,1,0,25.0,0
200.0,7.0,75.8,5.9,3.18,1,0,1.2,1,0,25.0,2
211.0,7.0,75.5,5.9,3.44,1,0,4.9,1,0,24.0,2
249.0,9.0,69.5,4.8,3.54,1,1,6.5,1,1,21.0,2
197.0,5.0,75.3,3.7,3.26,0,0,5.3,1,0,27.0,0
245.0,8.0,78.9,1.6,3.7,1,1,6.1,0,0,24.0,2
187.0,5.0,91.3,4.3,3.41,0,0,4.9,1,1,22.0,1
223.0,7.0,76.5,2.9,4.16,1,0,4.4,1,0,30.0,2
234.0,7.0,84.0,4.1,3.41,1,0,2.7,1,1,24.0,1
316.0,4.0,69.9,2.2,4.28,0,0,6.0,1,0,28.0,2
182.0,8.0,86.6,2.9,3.64,1,0,6.6,1,1,29.0,0
282.0,7.0,83.6,3.5,2.02,0,0,3.8,1,0,29.0,1
235.0,4.0,91.0,3.6,4.67,1,0,3.7,1,1,27.0,2
244.0,8.0,88.7,4.0,2.76,1,0,8.0,0,1,24.0,1
234.0,9.0,86.8,2.3,4.0,1,1,3.9,1,1,24.0,1
246.0,9.0,76.5,1.1,3.12,1,0,4.2,0,1,23.0,1
225.0,8.0,81.7,5.8,3.74,2,0,5.2,1,0,15.0,2
281.0,7.0,94.0,7.2,2.69,1,0,3.8,1,0,27.0,2
214.0,9.0,68.2,3.9,3.48,1,1,1.9,1,1,25.0,0
270.0,9.0,68.6,1.1,2.95,1,1,4.9,1,1,27.0,0
207.0,9.0,80.7,2.0,4.05,1,1,3.9,1,0,24.0,2
228.0,6.0,84.2,4.0,3.36,1,1,8.6,1,1,27.0,1
192.0,7.0,65.6,5.3,3.66,2,0,6.0,1,1,18.0,1
246.0,8.0,76.9,1.3,1.8,0,1,2.5,1,1,19.0,0
281.0,5.0,76.6,3.0,3.05,0,0,5.8,1,1,15.0,1
227.0,8.0,44.8,3.5,3.35,0,1,4.8,0,1,23.0,1
223.0,9.0,74.7,4.6,3.23,0,0,7.3,0,0,21.0,2
191.0,8.0,75.6,2.7,3.68,1,0,2.7,0,1,20.0,1
222.0,9.0,75.6,0.7,2.88,0,1,4.5,1,0,25.0,1
174.0,7.0,99.2,4.2,3.13,1,1,3.8,0,0,22.0,1
198.0,7.0,59.8,5.0,3.81,0,1,4.1,1,1,18.0,1
238.0,8.0,65.6,3.1,1.73,0,0,1.8,1,1,34.0,0
276.0,6.0,38.8,3.8,3.45,1,0,5.4,1,0,24.0,1
328.0,6.0,70.8,2.4,2.9,1,0,5.0,1,1,20.0,1
209.0,9.0,72.1,1.8,2.55,1,0,7.2,1,0,21.0,1
280.0,9.0,70.4,4.8,3.3,1,0,4.0,1,0,23.0,2
239.0,6.0,94.6,3.8,3.84,2,0,3.0,1,1,23.0,2
225.0,9.0,90.9,4.0,3.72,1,1,6.0,0,1,29.0,2
245.0,7.0,79.2,5.6,3.02,0,0,2.0,1,1,24.0,1
232.0,8.0,72.4,1.5,3.63,0,1,6.7,0,0,31.0,2
234.0,8.0,93.4,2.3,3.62,2,1,6.7,0,1,22.0,2
216.0,9.0,77.7,3.5,3.05,1,1,7.1,1,0,26.0,1
181.0,7.0,65.7,2.3,2.68,1,0,4.9,1,1,28.0,0
176.0,9.0,52.3,4.5,2.72,1,0,2.8,1,0,29.0,0
253.0,8.0,71.4,2.9,3.6,0,0,4.3,0,1,29.0,1
220.0,8.0,89.3,1.6,3.07,1,1,5.0,1,0,23.0,1
209.0,6.0,100.0,3.3,2.47,1,0,2.6,0,0,24.0,0
230.0,9.0,78.9,3.5,2.09,2,0,7.3,0,0,15.0,1
258.0,8.0,66.5,4.7,3.6,0,1,5.5,1,1,23.0,2
236.0,8.0,60.2,3.8,2.77,1,1,1.8,1,1,28.0,1
207.0,5.0,86.3,3.9,3.3,0,1,8.7,1,1,28.0,1
273.0,6.0,51.5,3.7,3.84,2,0,4.2,0,0,24.0,1
